#,NUMERO,STATUS,ED,DESCRICAO,,,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
12197,25668,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,NAPNE,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
12198,25669,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SELABI,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12199,25670,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SELAB,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 86 - SALA DOS TÉCNICOS EM MINERAÇÃO (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
12200,25671,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,COTGRED,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 11 CPPD (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12201,25672,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SECOM,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 26 - SECOM - SEÇÃO DE GERENCIAMENTO DA COMUNICAÇÃO SOCIAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
12202,25673,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,COTECQUI,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 74 - SALA DO PARFOR (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
12203,25674,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SELAB,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 96 - LABORATÓRIO QUÍMICO APLICADO A MINERAÇÃO (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
12204,25675,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SELAB,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 22 - LABORATÓRIO DE QUÍMICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12205,25676,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO. NÚMERO DE SÉRIE: D1HQVG2.",,,SECOMI,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 119 - SELIC - SEÇÃO DE GER. DE LICITAÇÕES E CONTRATO (MCP-CAMPUS MACAPÁ-BLOCO GARAGEM),Bom
12206,25677,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SELAB,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 85 - SALA DOS TÉCNICOS EM ALIMENTOS (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
12207,25678,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SEFIN,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 04 - SEFIN - SEÇÃO DE GER. ORÇAMENTÁRIO E FINANCEIRO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
12208,25679,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,MCP,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12209,25680,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SELAB,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 86 - SALA DOS TÉCNICOS EM EDIFICAÇÕES (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
12210,25681,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,COPGINFED,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 15 - COORDENAÇÃO DE PÓS-GRADUAÇÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12211,25682,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,NAPNE,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
12212,25683,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SEBEM,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 66 - SEBEM - SEÇÃO DE GERENCIAMENTO DE BENS E MATERIAIS (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
12213,25684,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SECOMI,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 119 - SELIC - SEÇÃO DE GER. DE LICITAÇÕES E CONTRATO (MCP-CAMPUS MACAPÁ-BLOCO GARAGEM),Bom
12214,25685,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SEGEX,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 10 - DEPEX - DEPARTAMENTO DE PESQUISA E EXTENSÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12215,25686,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 7040, COM MOUSE, TECLADO E MONITOR, SISTEMA OPERACIONAL WINDOWS 10 PRO",,,SEFIN,MCP,4199.00,4199.00,1143,,11/01/2016,12/01/2018,SYSTECH SISTEMAS E TECNOLOGIA EM INFORMATICA,SALA 04 - SEFIN - SEÇÃO DE GER. ORÇAMENTÁRIO E FINANCEIRO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
12737,28582,Ativo,35,DIGITALIZADOR E LEITOR AUTOMÁTICO – SARA PC KEKB90658,,,NAPNE,MCP,2830.00,2830.00,6171,,02/05/2017,25/01/2018,"TECASSISTIVA - TECNOLOGIA ASSISTIVA, COMERCIO",SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
12769,32234,Ativo,35,MULTFUNCIONAL LASER MONO LEXMARK MX711DHE,,,SELAB,MCP,7199.50,7199.50,1925,,12/01/2018,06/02/2018,MIL PRINT INFORMÁTICA EIRELI -EPP,SALA 86 - SALA DOS TÉCNICOS EM EDIFICAÇÕES E MINERAÇÃO (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
12770,32235,Ativo,35,MULTFUNCIONAL LASER MONO LEXMARK MX711DHE,,,SELAB,MCP,7199.50,7199.50,1925,,12/01/2018,06/02/2018,MIL PRINT INFORMÁTICA EIRELI -EPP,SALA 85 - SALA DOS TÉCNICOS EM ALIMENTOS E QUÍMICA (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
12775,32413,Ativo,35,DESK HP 400 G4 SFF 8GB DDR4 1TB/TECLADO HP/MOUSE HP/ MONITOR HP,,,SELABI,MCP,4500.00,4500.00,5156,,05/02/2018,06/02/2018,COMERCIAL TOP MIX LTDA - EPP,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12776,32414,Ativo,35,DESK HP 400 G4 SFF 8GB DDR4 1TB/TECLADO HP/MOUSE HP/ MONITOR HP,,,SELABI,MCP,4500.00,4500.00,5156,,05/02/2018,06/02/2018,COMERCIAL TOP MIX LTDA - EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12777,32415,Ativo,35,DESK HP 400 G4 SFF 8GB DDR4 1TB/TECLADO HP/MOUSE HP/ MONITOR HP,,,SELABI,MCP,4500.00,4500.00,5156,,05/02/2018,06/02/2018,COMERCIAL TOP MIX LTDA - EPP,SALA 45 - LABORATÓRIO DE INFORMÁTICA 04 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12778,32416,Ativo,35,DESK HP 400 G4 SFF 8GB DDR4 1TB/TECLADO HP/MOUSE HP/ MONITOR HP,,,SELABI,MCP,4500.00,4500.00,5156,,05/02/2018,06/02/2018,COMERCIAL TOP MIX LTDA - EPP,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12779,32417,Ativo,35,DESK HP 400 G4 SFF 8GB DDR4 1TB/TECLADO HP/MOUSE HP/ MONITOR HP,,,SELABI,MCP,4500.00,4500.00,5156,,05/02/2018,06/02/2018,COMERCIAL TOP MIX LTDA - EPP,SALA 47 - LABORATÓRIO DE INFORMÁTICA 02 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
12780,32418,Ativo,35,DESK HP 400 G4 SFF 8GB DDR4 1TB/TECLADO HP/MOUSE HP/ MONITOR HP,,,SELABI,MCP,4500.00,4500.00,5156,,05/02/2018,06/02/2018,COMERCIAL TOP MIX LTDA - EPP,SALA 46 - LABORATÓRIO DE INFORMÁTICA 03 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13311,33305,Ativo,35,"MICROCOMPUTADOR GPGOLD BASIC II COM PROCESSADOR AMD FX 4300 HD 1TB DVD RW MEMORIA DE 8 GB DDR3/ TECLADO PADRAO /MOUSE  PADRAO/ CAIXA DE SOM/ MONITOR AOC 18,5 LED E97OSWNL  MONITOR 18.5 PORTARIA  Nº PORTARIA236",,,SEGIP,MCP,1884.00,1884.00,4012,,22/03/2018,12/06/2018,SISTERPEL SUPRIMENTOS,SALA 63 - SALA DE DESPORTOS (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
13312,33306,Ativo,35,"MICROCOMPUTADOR GPGOLD BASIC II COM PROCESSADOR AMD FX 4300 HD 1TB DVD RW MEMORIA DE 8 GB DDR3/ TECLADO PADRAO /MOUSE  PADRAO/ CAIXA DE SOM/ MONITOR AOC 18,5 LED E97OSWNL  MONITOR 18.5 PORTARIA  Nº PORTARIA236",,,COTECED,MCP,1884.00,1884.00,4012,op11150007,22/03/2018,12/06/2018,SISTERPEL SUPRIMENTOS,SALA 10 - DEPEX - DEPARTAMENTO DE PESQUISA E EXTENSÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13313,33314,Ativo,35,"MICROCOMPUTADOR GPGOLD BASIC II COM PROCESSADOR AMD FX 4300 HD 1TB DVD RW MEMORIA DE 8 GB DDR3/ TECLADO PADRAO /MOUSE  PADRAO/ CAIXA DE SOM/ MONITOR AOC 18,5 LED E97OSWNL  MONITOR 18.5 PORTARIA  Nº PORTARIA236",,,COTECED,MCP,1884.00,1884.00,4012,op1115006,22/03/2018,12/06/2018,SISTERPEL SUPRIMENTOS,SALA 10 - DEPEX - DEPARTAMENTO DE PESQUISA E EXTENSÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13314,33316,Ativo,35,"MICROCOMPUTADOR GPGOLD BASIC II COM PROCESSADOR AMD FX 4300 HD 1TB DVD RW MEMORIA DE 8 GB DDR3/ TECLADO PADRAO /MOUSE  PADRAO/ CAIXA DE SOM/ MONITOR AOC 18,5 LED E97OSWNL  MONITOR 18.5 PORTARIA  Nº PORTARIA236",,,COTECED,MCP,1884.00,1884.00,4012,,22/03/2018,12/06/2018,SISTERPEL SUPRIMENTOS,SALA 10 - DEPEX - DEPARTAMENTO DE PESQUISA E EXTENSÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13317,33353,Ativo,35,TS SHARA NOBREAK TS SYAL MONO 5KVA 220V/220V,,,SEBEM,MCP,7499.00,7499.00,41,,03/04/2018,13/06/2018,VNET COMERCIAL E REPRESENTAÇÕES,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
13455,34501,Ativo,35,HPE 1920S 48G 4SFP  SWITCH JL382A LFC HPE,,,SELABI,MCP,2400.00,2400.00,738391,,05/05/2018,18/06/2018,GLOBAL DISTRIBUIDORA DE BENS DE CONSUMO,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13456,34517,Ativo,35,HPE 1920S 48G 4SFP  SWITCH JL382A LFC HPE,,,SELABI,MCP,2400.00,2400.00,738391,,05/05/2018,18/06/2018,GLOBAL DISTRIBUIDORA DE BENS DE CONSUMO,SALA 47 - LABORATÓRIO DE INFORMÁTICA 02 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13457,34520,Ativo,35,HPE 1920S 48G 4SFP  SWITCH JL382A LFC HPE,,,SELABI,MCP,2400.00,2400.00,738391,,05/05/2018,18/06/2018,GLOBAL DISTRIBUIDORA DE BENS DE CONSUMO,SALA 46 - LABORATÓRIO DE INFORMÁTICA 03 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13600,35270,Ativo,35,"IMPRESSORA LASER MULTFUNCIONAL MONOCROMATICA  SL ,4080FX/XAB+CAB 2.0+PATCH CORD",,,DIGERAL,MCP,2278.00,2278.00,58,,04/09/2018,04/09/2018,MICROSENS LTDA,SALA 04 - DIGERAL - DIREÇÃO GERAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
13601,35271,Ativo,35,"IMPRESSORA LASER MULTFUNCIONAL MONOCROMATICA  SL ,4080FX/XAB+CAB 2.0+PATCH CORD",,,SELABI,MCP,2278.00,2278.00,58,,04/09/2018,04/09/2018,MICROSENS LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13612,35547,Ativo,35,IMPRESSORA TERMICA GP-U80300III C/CUTTER RS/USB/ET,,,SEGEBI,MCP,805.00,805.00,716,,01/10/2018,17/10/2018,CMK  AUTOMAÇÃO  COMERCIAL EIRELI - EPP,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13614,35572,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21´5 CORE I5-7400, 12GB DE RAM HD1TB WINDOWS 10 PRO COM TECLADO E MOUSE, TCORP. N/S TC 00712",,,MCP,MCP,3580.00,3580.00,85,,11/10/2018,17/10/2018,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 04 - DIGERAL - DIREÇÃO GERAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
13621,36331,Ativo,35,ZONEDIRECTOR 1200 SUPPORTING  UP TO 5 MARCA RUCKUS WIRELESS,,,COTI,MCP,44400.00,44400.00,36,,01/11/2018,21/11/2018,GIOVANA APARECIDA DE ALMEIDA INFORMÁTICA - ME,SALA 05 - COTI - COORDENAÇÃO DA TECNOLOGIA DA INFORMAÇÃO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
13623,36333,Ativo,35,ZONEFLEX R610 ONEFLEX DUAL – BAND / ACESS POINT INDOOR DUAL BAND / MARCA RUCKUS WIRELESS,,,MCP,MCP,3700.00,3700.00,10176,,01/11/2018,21/11/2018,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 07 - SALA DOS PROFESSORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13624,36350,Ativo,35,"NO-BREAK DE 2400 VA, UPS PROFISSIONAL UNIVERSAL 3200VA",,,SEBEM,MCP,1322.99,1322.99,628,,01/11/2018,19/12/2018,KAMAR KAYAL COMÉRCIO E SERVIÇOS,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
13707,36453,Ativo,35,TABLET MULTILASER M10A 3G – PRETO,,,SEGIP,MCP,1144.54,1144.54,460,,26/11/2018,21/12/2018,LILIAN MICHELLE RIECK,SALA 05 - COTI - COORDENAÇÃO DA TECNOLOGIA DA INFORMAÇÃO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
13708,36454,Ativo,35,TABLET MULTILASER M10A 3G – PRETO,,,SEGIP,MCP,1144.54,1144.54,460,,26/11/2018,21/12/2018,LILIAN MICHELLE RIECK,SALA 63 - SALA DE DESPORTOS (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
13709,36455,Ativo,35,TABLET MULTILASER M10A 3G – PRETO,,,SEBEM,MCP,1144.54,1144.54,460,,26/11/2018,21/12/2018,LILIAN MICHELLE RIECK,SALA 112 - SEBEM (MCP-CAMPUS MACAPÁ-BLOCO GARAGEM),Bom
13710,36456,Ativo,35,TABLET MULTILASER M10A 3G – PRETO,,,SEGIP,MCP,1144.54,1144.54,460,,26/11/2018,21/12/2018,LILIAN MICHELLE RIECK,SALA 63 - SALA DE DESPORTOS (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
13711,36726,Ativo,35,BIBLIOTHECA RFID WORKSTATION SHIELDED (LEITORA CÓDIGO DE BARRA/LEITOR DE MESA TECNOLOGIA RFID),,,SEGEBI,MCP,9300.00,9300.00,1917,,20/12/2018,16/01/2019,BIBLIOTHECA SISTEMAS DO BRASIL LTDA,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13712,36727,Ativo,35,BIBLIOTHECA RFID WORKSTATION SHIELDED (LEITORA CÓDIGO DE BARRA/LEITOR DE MESA TECNOLOGIA RFID),,,SEGEBI,MCP,9300.00,9300.00,1917,,20/12/2018,16/01/2019,BIBLIOTHECA SISTEMAS DO BRASIL LTDA,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13713,36728,Ativo,35,RFID GATE A (SISTEMA CONTROLE ACESSO/ANTENAS DE DETECÇÃO E PREVENÇÃO DE FURTOS – TECNOLOGIA RFID),,,SEGEBI,MCP,66429.58,66429.58,1917,,20/12/2018,16/01/2019,BIBLIOTHECA SISTEMAS DO BRASIL LTDA,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13714,36729,Ativo,35,MOBILE DLA INVENTORY(LEITORA CÓDIGO DE BARRA/LEITOR RFID MÓVEL/PORTÁTIL TECNOLOGIA RFID),,,SEGEBI,MCP,30400.00,30400.00,1917,,20/12/2018,16/01/2019,BIBLIOTHECA SISTEMAS DO BRASIL LTDA,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13731,36875,Ativo,35,"Ponto de acesso -ZONE FLEX R610 ONEFLEX DUAL BAND, MARCA RUCKUS WIRELESS",,,MCP,MCP,3700.00,3700.00,10315,,22/01/2019,30/01/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
13732,36876,Ativo,35,"Ponto de acesso -ZONE FLEX R610 ONEFLEX DUAL BAND, MARCA RUCKUS WIRELESS",,,DIGERAL,MCP,3700.00,3700.00,10315,,22/01/2019,30/01/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 04 - DIGERAL - DIREÇÃO GERAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
13733,36877,Ativo,35,"Ponto de acesso -ZONE FLEX R610 ONEFLEX DUAL BAND, MARCA RUCKUS WIRELESS",,,DAES,MCP,3700.00,3700.00,10315,,22/01/2019,30/01/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
13734,36878,Ativo,35,"Ponto de acesso -ZONE FLEX R610 ONEFLEX DUAL BAND, MARCA RUCKUS WIRELESS",,,SECOM,MCP,3700.00,3700.00,10315,,22/01/2019,30/01/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 30 - AUDITORIO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14204,37839,Ativo,35,ZONEFLEX R610 ONEFLEX DUAL-BAND,,,SELAB,MCP,3700.00,3700.00,10314,,15/02/2019,27/02/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,CORREDOR BLOCO E  DOS LABORATÓRIOS (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
14205,37840,Ativo,35,ZONEFLEX R610 ONEFLEX DUAL-BAND,,,DAES,MCP,3700.00,3700.00,10314,,15/02/2019,27/02/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
14206,37841,Ativo,35,ZONEFLEX R610 ONEFLEX DUAL-BAND,,,COTI,MCP,3700.00,3700.00,10314,,15/02/2019,27/02/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 05 - COTI - COORDENAÇÃO DA TECNOLOGIA DA INFORMAÇÃO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14207,37842,Ativo,35,ZONEFLEX R610 ONEFLEX DUAL-BAND,,,MCP,MCP,3700.00,3700.00,10314,,15/02/2019,27/02/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14208,37845,Ativo,35,WW02  - SCP – PONTO DE ACESSP,,,DIGERAL,MCP,6400.00,6400.00,10314,,15/02/2019,27/02/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 04 - DIGERAL - DIREÇÃO GERAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14209,37846,Ativo,35,WW02  - SCP – PONTO DE ACESSP,,,DIGERAL,MCP,6400.00,6400.00,10314,,15/02/2019,27/02/2019,SMARTWAVE NETWORKS DO BRASIL LTDA,SALA 04 - DIGERAL - DIREÇÃO GERAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14340,38997,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SECOMI,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 04 - SELIC - SEÇÃO DE GER. DE LICITAÇÕES E CONTRATOS (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14341,38998,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SECOM,MCP,3580.00,3580.00,309,TC00758,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,-,Bom
14342,38999,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,COALO,MCP,3580.00,3580.00,309,TC00744,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 02 - COADINF - COORDENAÇÃO DE ADMINISTRAÇÃO E INFRAESTRUTURA (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
14343,39000,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SEBEM,MCP,3580.00,3580.00,309,TC00760,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 112 - SEBEM (MCP-CAMPUS MACAPÁ-BLOCO GARAGEM),Bom
14344,39001,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SEGEBI,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
14345,39002,Ativo,35,"ALL IN ONE TCORP ENTERPRISE 21,5 CARE I5-7400 12GB DE RAM HD 1TB WINDOWS 10 PRO , TECLADO .MOUSE",,,SEGEBI,MCP,3580.00,3580.00,309,,17/04/2019,07/05/2019,NT - NERIAH TECNOLOGIA EIRELI EPP,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
